Gapped Array Output
Linear Model	y=1x + 0
Min Key:	-6.853212	Max Key:	4999.707304
Position 56	52.819405	BitPos=0	
Position 57	52.819405	BitPos=0	
Position 58	57.831025	BitPos=1	
Position 59	57.831025	BitPos=0	
Position 60	57.831025	BitPos=0	
Position 61	57.831025	BitPos=0	
Position 62	57.831025	BitPos=0	
Position 63	57.831025	BitPos=0	
Position 64	57.831025	BitPos=0	
Position 65	64.607418	BitPos=1	
Position 66	64.607418	BitPos=0	
Position 67	64.607418	BitPos=0	
Position 68	67.992862	BitPos=1	
Position 69	67.992862	BitPos=0	
Position 70	67.992862	BitPos=0	
Position 71	67.992862	BitPos=0	
Position 72	72.435054	BitPos=1	
Position 73	72.768128	BitPos=1	
Position 74	73.079307	BitPos=1	
Position 75	73.079307	BitPos=0	
Position 76	75.291748	BitPos=1	
Position 77	76.867820	BitPos=1	
Position 78	76.880975	BitPos=1	
Position 79	77.615937	BitPos=1	
Position 80	79.047217	BitPos=1	
Position 81	80.512014	BitPos=1	
Position 82	81.240933	BitPos=1	
Position 83	82.144452	BitPos=1	
Position 84	82.438726	BitPos=1	
Position 85	84.631969	BitPos=1	
Position 86	84.631969	BitPos=0	
Position 87	84.631969	BitPos=0	
Position 88	87.446708	BitPos=1	
Position 89	87.456128	BitPos=1	
Position 90	89.083828	BitPos=1	
Position 91	89.083828	BitPos=0	
Position 92	91.042423	BitPos=1	
Position 93	91.042423	BitPos=0	
Position 94	93.229553	BitPos=1	
Position 95	94.686917	BitPos=1	
Position 96	94.686917	BitPos=0	
Position 97	94.686917	BitPos=0	
Position 98	97.601772	BitPos=1	
Position 99	97.601772	BitPos=0	
Position 100	99.482024	BitPos=1	
Position 101	99.482024	BitPos=0	
Position 102	99.482024	BitPos=0	
Position 103	99.482024	BitPos=0	
Position 104	103.825605	BitPos=1	
Position 105	103.825605	BitPos=0	
Position 106	103.825605	BitPos=0	
Position 107	103.825605	BitPos=0	
Position 108	103.825605	BitPos=0	
Position 109	108.837383	BitPos=1	
Position 110	108.837383	BitPos=0	
Position 111	108.837383	BitPos=0	
Position 112	108.837383	BitPos=0	
Position 113	112.555355	BitPos=1	
Position 114	113.271323	BitPos=1	
Position 115	113.917705	BitPos=1	
Position 116	113.917705	BitPos=0	
Position 117	116.428818	BitPos=1	
Position 118	117.753305	BitPos=1	
Position 119	117.753305	BitPos=0	
Position 120	117.753305	BitPos=0	
Position 121	120.053977	BitPos=1	
Position 122	120.053977	BitPos=0	
Position 123	124.448067	BitPos=1	
Position 124	124.779902	BitPos=1	
Position 125	125.154309	BitPos=1	
Position 126	125.809910	BitPos=1	
Position 127	126.770638	BitPos=1	
Position 128	126.770638	BitPos=0	
Position 129	126.770638	BitPos=0	
Position 130	126.770638	BitPos=0	
Position 131	130.102133	BitPos=1	
Position 132	130.435640	BitPos=1	
Position 133	132.225633	BitPos=1	
Position 134	133.949657	BitPos=1	
Position 135	133.949657	BitPos=0	
Position 136	133.949657	BitPos=0	
Position 137	133.949657	BitPos=0	
Position 138	133.949657	BitPos=0	
Position 139	133.949657	BitPos=0	
Position 140	133.949657	BitPos=0	
Position 141	133.949657	BitPos=0	
Position 142	133.949657	BitPos=0	
Position 143	133.949657	BitPos=0	
Position 144	133.949657	BitPos=0	
Position 145	133.949657	BitPos=0	
Position 146	133.949657	BitPos=0	
Position 147	133.949657	BitPos=0	
Position 148	133.949657	BitPos=0	
Position 149	133.949657	BitPos=0	
Position 150	133.949657	BitPos=0	
Position 151	150.938681	BitPos=1	
Position 152	150.938681	BitPos=0	
Position 153	152.204102	BitPos=1	
Position 154	153.744187	BitPos=1	
Position 155	153.744187	BitPos=0	
Position 156	153.744187	BitPos=0	
Position 157	156.675527	BitPos=1	
Position 158	157.154340	BitPos=1	
Position 159	158.197311	BitPos=1	
Position 160	158.212836	BitPos=1	
Position 161	158.212836	BitPos=0	
Position 162	161.929739	BitPos=1	
Position 163	161.929739	BitPos=0	
Position 164	161.929739	BitPos=0	
Position 165	161.929739	BitPos=0	
Position 166	161.929739	BitPos=0	
Position 167	166.197432	BitPos=1	
Position 168	166.302990	BitPos=1	
Position 169	166.538143	BitPos=1	
Position 170	166.908633	BitPos=1	
Position 171	168.213837	BitPos=1	
Position 172	168.213837	BitPos=0	
Position 173	172.570670	BitPos=1	
Position 174	173.757215	BitPos=1	
Position 175	173.757215	BitPos=0	
Position 176	173.757215	BitPos=0	
Position 177	173.757215	BitPos=0	
Position 178	173.757215	BitPos=0	
Position 179	178.076883	BitPos=1	
Position 180	178.076883	BitPos=0	
Position 181	178.076883	BitPos=0	
Position 182	178.076883	BitPos=0	
Position 183	178.076883	BitPos=0	
Position 184	178.076883	BitPos=0	
Position 185	178.076883	BitPos=0	
Position 186	178.076883	BitPos=0	
Position 187	178.076883	BitPos=0	
Position 188	178.076883	BitPos=0	
Position 189	178.076883	BitPos=0	
Position 190	189.913732	BitPos=1	
Position 191	189.913732	BitPos=0	
Position 192	189.913732	BitPos=0	
Position 193	192.183194	BitPos=1	
Position 194	192.760269	BitPos=1	
Position 195	192.760269	BitPos=0	
Position 196	192.760269	BitPos=0	
Position 197	192.760269	BitPos=0	
Position 198	192.760269	BitPos=0	
Position 199	192.760269	BitPos=0	
Position 200	192.760269	BitPos=0	
Position 201	200.691168	BitPos=1	
Position 202	201.610893	BitPos=1	
Position 203	201.610893	BitPos=0	
Position 204	201.610893	BitPos=0	
Position 205	201.610893	BitPos=0	
Position 206	205.589223	BitPos=1	
Position 207	205.589223	BitPos=0	
Position 208	205.589223	BitPos=0	
Position 209	205.589223	BitPos=0	
Position 210	205.589223	BitPos=0	
Position 211	205.589223	BitPos=0	
Position 212	205.589223	BitPos=0	
Position 213	205.589223	BitPos=0	
Position 214	213.180320	BitPos=1	
Position 215	213.180320	BitPos=0	
Position 216	215.748316	BitPos=1	
Position 217	215.748316	BitPos=0	
Position 218	215.748316	BitPos=0	
Position 219	218.269486	BitPos=1	
Position 220	218.269486	BitPos=0	
Position 221	218.269486	BitPos=0	
Position 222	218.269486	BitPos=0	
Position 223	218.269486	BitPos=0	
Position 224	218.269486	BitPos=0	
Position 225	218.269486	BitPos=0	
Position 226	225.574344	BitPos=1	
Position 227	225.574344	BitPos=0	
Position 228	225.574344	BitPos=0	
Position 229	225.574344	BitPos=0	
Position 230	225.574344	BitPos=0	
Position 231	230.200870	BitPos=1	
Position 232	230.200870	BitPos=0	
Position 233	230.200870	BitPos=0	
Position 234	230.200870	BitPos=0	
Position 235	230.200870	BitPos=0	
Position 236	235.405844	BitPos=1	
Position 237	235.405844	BitPos=0	
Position 238	237.793149	BitPos=1	
Position 239	237.793149	BitPos=0	
Position 240	237.793149	BitPos=0	
Position 241	237.793149	BitPos=0	
Position 242	237.793149	BitPos=0	
Position 243	237.793149	BitPos=0	
Position 244	243.635980	BitPos=1	
Position 245	243.635980	BitPos=0	
Position 246	243.635980	BitPos=0	
Position 247	246.594293	BitPos=1	
Position 248	247.978158	BitPos=1	
Position 249	247.978158	BitPos=0	
Position 250	247.978158	BitPos=0	
Position 251	250.453258	BitPos=1	
Position 252	251.015182	BitPos=1	
Position 253	251.015182	BitPos=0	
Position 254	251.015182	BitPos=0	
Position 255	251.015182	BitPos=0	
Position 256	251.015182	BitPos=0	
Position 257	256.294377	BitPos=1	
Position 258	256.294377	BitPos=0	
Position 259	256.294377	BitPos=0	
Position 260	259.148969	BitPos=1	
Position 261	259.148969	BitPos=0	
Position 262	259.148969	BitPos=0	
Position 263	259.148969	BitPos=0	
Position 264	259.148969	BitPos=0	
Position 265	259.148969	BitPos=0	
Position 266	259.148969	BitPos=0	
Position 267	267.219172	BitPos=1	
Position 268	267.586144	BitPos=1	
Position 269	267.662581	BitPos=1	
Position 270	267.761546	BitPos=1	
Position 271	269.083992	BitPos=1	
Position 272	269.982853	BitPos=1	
Position 273	269.982853	BitPos=0	
Position 274	273.120872	BitPos=1	
Position 275	273.120872	BitPos=0	
Position 276	273.120872	BitPos=0	
Position 277	273.120872	BitPos=0	
Position 278	277.333582	BitPos=1	
Position 279	277.333582	BitPos=0	
Position 280	277.333582	BitPos=0	
Position 281	277.333582	BitPos=0	
Position 282	281.844087	BitPos=1	
Position 283	281.844087	BitPos=0	
Position 284	281.844087	BitPos=0	
Position 285	281.844087	BitPos=0	
Position 286	281.844087	BitPos=0	
Position 287	281.844087	BitPos=0	
Position 288	281.844087	BitPos=0	
Position 289	288.668800	BitPos=1	
Position 290	288.668800	BitPos=0	
Position 291	288.668800	BitPos=0	
Position 292	288.668800	BitPos=0	
Position 293	288.668800	BitPos=0	
Position 294	288.668800	BitPos=0	
Position 295	294.698053	BitPos=1	
Position 296	294.698053	BitPos=0	
Position 297	294.698053	BitPos=0	
Position 298	294.698053	BitPos=0	
Position 299	294.698053	BitPos=0	
Position 300	294.698053	BitPos=0	
Position 301	294.698053	BitPos=0	
Position 302	302.113194	BitPos=1	
Position 303	302.830071	BitPos=1	
Position 304	303.341634	BitPos=1	
Position 305	284.079690	BitPos=1	Out of order	
Position 306	304.730468	BitPos=1	
Position 307	304.730468	BitPos=0	
Position 308	304.730468	BitPos=0	
Position 309	308.280989	BitPos=1	
Position 310	309.355323	BitPos=1	
Position 311	310.547111	BitPos=1	
Position 312	310.547111	BitPos=0	
Position 313	310.547111	BitPos=0	
Position 314	310.547111	BitPos=0	
Position 315	310.547111	BitPos=0	
Position 316	310.547111	BitPos=0	
Position 317	310.547111	BitPos=0	
Position 318	317.879774	BitPos=1	
Position 319	317.879774	BitPos=0	
Position 320	317.879774	BitPos=0	
Position 321	317.879774	BitPos=0	
Position 322	317.879774	BitPos=0	
Position 323	322.866617	BitPos=1	
Position 324	322.866617	BitPos=0	
Position 325	322.866617	BitPos=0	
Position 326	322.866617	BitPos=0	
Position 327	322.866617	BitPos=0	
Position 328	327.555277	BitPos=1	
Position 329	327.616789	BitPos=1	
Position 330	327.908740	BitPos=1	
Position 331	330.103006	BitPos=1	
Position 332	330.103006	BitPos=0	
Position 333	330.103006	BitPos=0	
Position 334	330.103006	BitPos=0	
Position 335	334.380285	BitPos=1	
Position 336	334.380285	BitPos=0	
Position 337	336.391665	BitPos=1	
Position 338	337.005254	BitPos=1	
Position 339	337.473828	BitPos=1	
Position 340	338.855256	BitPos=1	
Position 341	338.855256	BitPos=0	
Position 342	338.855256	BitPos=0	
Position 343	338.855256	BitPos=0	
Position 344	338.855256	BitPos=0	
Position 345	338.855256	BitPos=0	
Position 346	338.855256	BitPos=0	
Position 347	338.855256	BitPos=0	
Position 348	338.855256	BitPos=0	
Position 349	338.855256	BitPos=0	
Position 350	338.855256	BitPos=0	
Position 351	338.855256	BitPos=0	
Position 352	351.612225	BitPos=1	
Position 353	351.623096	BitPos=1	
Position 354	351.623096	BitPos=0	
Position 355	351.623096	BitPos=0	
Position 356	351.623096	BitPos=0	
Position 357	356.490197	BitPos=1	
Position 358	356.490197	BitPos=0	
Position 359	356.490197	BitPos=0	
Position 360	356.490197	BitPos=0	
Position 361	356.490197	BitPos=0	
Position 362	361.455449	BitPos=1	
Position 363	361.783871	BitPos=1	
Position 364	361.783871	BitPos=0	
Position 365	361.783871	BitPos=0	
Position 366	361.783871	BitPos=0	
Position 367	361.783871	BitPos=0	
Position 368	361.783871	BitPos=0	
Position 369	368.247147	BitPos=1	
Position 370	368.247147	BitPos=0	
Position 371	370.620693	BitPos=1	
Position 372	370.644796	BitPos=1	
Position 373	370.644796	BitPos=0	
Position 374	373.284907	BitPos=1	
Position 375	373.284907	BitPos=0	
Position 376	375.411598	BitPos=1	
Position 377	375.411598	BitPos=0	
Position 378	377.422516	BitPos=1	
Position 379	378.560717	BitPos=1	
Position 380	318.277553	BitPos=1	Out of order	
Position 381	376.789040	BitPos=1	
Position 382	380.346178	BitPos=1	
Position 383	381.558154	BitPos=1	
Position 384	382.672125	BitPos=1	
Position 385	382.672125	BitPos=0	
Position 386	385.000285	BitPos=1	
Position 387	385.000285	BitPos=0	
Position 388	385.000285	BitPos=0	
Position 389	385.000285	BitPos=0	
Position 390	385.000285	BitPos=0	
Position 391	385.000285	BitPos=0	
Position 392	391.805050	BitPos=1	
Position 393	391.805050	BitPos=0	
Position 394	391.805050	BitPos=0	
Position 395	394.490400	BitPos=1	
Position 396	394.974961	BitPos=1	
Position 397	396.188176	BitPos=1	
Position 398	397.047402	BitPos=1	
Position 399	397.173085	BitPos=1	
Position 400	397.388427	BitPos=1	
Position 401	397.388427	BitPos=0	
Position 402	401.538376	BitPos=1	
Position 403	401.538376	BitPos=0	
Position 404	401.538376	BitPos=0	
Position 405	401.538376	BitPos=0	
Position 406	401.538376	BitPos=0	
Position 407	401.538376	BitPos=0	
Position 408	401.538376	BitPos=0	
Position 409	408.812576	BitPos=1	
Position 410	408.812576	BitPos=0	
Position 411	408.812576	BitPos=0	
Position 412	408.812576	BitPos=0	
Position 413	408.812576	BitPos=0	
Position 414	408.812576	BitPos=0	
Position 415	414.015124	BitPos=1	
Position 416	414.164309	BitPos=1	
Position 417	416.013677	BitPos=1	
Position 418	416.013677	BitPos=0	
Position 419	416.013677	BitPos=0	
Position 420	419.747748	BitPos=1	
Position 421	420.309923	BitPos=1	
Position 422	420.309923	BitPos=0	
Position 423	420.309923	BitPos=0	
Position 424	420.309923	BitPos=0	
Position 425	424.355883	BitPos=1	
Position 426	425.328832	BitPos=1	
Position 427	425.328832	BitPos=0	
Position 428	425.328832	BitPos=0	
Position 429	425.328832	BitPos=0	
Position 430	425.328832	BitPos=0	
Position 431	425.328832	BitPos=0	
Position 432	425.328832	BitPos=0	
Position 433	425.328832	BitPos=0	
Position 434	433.477355	BitPos=1	
Position 435	433.477355	BitPos=0	
Position 436	433.477355	BitPos=0	
Position 437	433.477355	BitPos=0	
Position 438	433.477355	BitPos=0	
Position 439	438.547488	BitPos=1	
Position 440	438.547488	BitPos=0	
Position 441	438.547488	BitPos=0	
Position 442	438.547488	BitPos=0	
Position 443	442.414749	BitPos=1	
Position 444	443.513799	BitPos=1	
Position 445	443.513799	BitPos=0	
Position 446	443.513799	BitPos=0	
Position 447	443.513799	BitPos=0	
Position 448	443.513799	BitPos=0	
Position 449	443.513799	BitPos=0	
Position 450	449.524444	BitPos=1	
Position 451	449.524444	BitPos=0	
Position 452	449.524444	BitPos=0	
Position 453	449.524444	BitPos=0	
Position 454	449.524444	BitPos=0	
Position 455	449.524444	BitPos=0	
Position 456	449.524444	BitPos=0	
Position 457	449.524444	BitPos=0	
Position 458	457.529686	BitPos=1	
Position 459	457.529686	BitPos=0	
Position 460	457.529686	BitPos=0	
Position 461	457.529686	BitPos=0	
Position 462	457.529686	BitPos=0	
Position 463	457.529686	BitPos=0	
Position 464	457.529686	BitPos=0	
Position 465	457.529686	BitPos=0	
Position 466	457.529686	BitPos=0	
Position 467	457.529686	BitPos=0	
Position 468	457.529686	BitPos=0	
Position 469	457.529686	BitPos=0	
Position 470	457.529686	BitPos=0	
Position 471	457.529686	BitPos=0	
Position 472	457.529686	BitPos=0	
Position 473	473.629060	BitPos=1	
Position 474	454.479341	BitPos=1	Out of order	
Position 475	463.374508	BitPos=1	
Position 476	471.215220	BitPos=1	
Position 477	475.850201	BitPos=1	
Position 478	477.661453	BitPos=1	
Position 479	478.777383	BitPos=1	
Position 480	478.777383	BitPos=0	
Position 481	478.777383	BitPos=0	
Position 482	478.777383	BitPos=0	
Position 483	478.777383	BitPos=0	
Position 484	478.777383	BitPos=0	
Position 485	484.972605	BitPos=1	
Position 486	484.972605	BitPos=0	
Position 487	484.972605	BitPos=0	
Position 488	484.972605	BitPos=0	
Position 489	484.972605	BitPos=0	
Position 490	484.972605	BitPos=0	
Position 491	484.972605	BitPos=0	
Position 492	484.972605	BitPos=0	
Position 493	492.227614	BitPos=1	
Position 494	492.227614	BitPos=0	
Position 495	492.227614	BitPos=0	
Position 496	495.567723	BitPos=1	
Position 497	496.576196	BitPos=1	
Position 498	496.576196	BitPos=0	
Position 499	496.576196	BitPos=0	
Position 500	496.576196	BitPos=0	
Position 501	496.576196	BitPos=0	
Position 502	501.070487	BitPos=1	
Position 503	501.509244	BitPos=1	
Position 504	502.736476	BitPos=1	
Position 505	502.736476	BitPos=0	
Position 506	502.736476	BitPos=0	
Position 507	502.736476	BitPos=0	
Position 508	502.736476	BitPos=0	
Position 509	502.736476	BitPos=0	
Position 510	502.736476	BitPos=0	
Position 511	510.896783	BitPos=1	
Position 512	510.896783	BitPos=0	
Position 513	510.896783	BitPos=0	
Position 514	510.896783	BitPos=0	
Position 515	510.896783	BitPos=0	
Position 516	510.896783	BitPos=0	
Position 517	510.896783	BitPos=0	
Position 518	517.317302	BitPos=1	
Position 519	517.317302	BitPos=0	
Position 520	517.317302	BitPos=0	
Position 521	517.317302	BitPos=0	
Position 522	517.317302	BitPos=0	
Position 523	517.317302	BitPos=0	
Position 524	517.317302	BitPos=0	
Position 525	524.548157	BitPos=1	
Position 526	524.548157	BitPos=0	
Position 527	524.548157	BitPos=0	
Position 528	524.548157	BitPos=0	
Position 529	524.548157	BitPos=0	
Position 530	529.699770	BitPos=1	
Position 531	530.434163	BitPos=1	
Position 532	531.141992	BitPos=1	
Position 533	532.341741	BitPos=1	
Position 534	532.341741	BitPos=0	
Position 535	535.012831	BitPos=1	
Position 536	536.020181	BitPos=1	
Position 537	540.407372	BitPos=1	
Position 538	13.965257	BitPos=1	Out of order	
Position 539	381.115381	BitPos=1	
Position 540	406.586017	BitPos=1	
Position 541	406.586017	BitPos=1	
Position 542	421.948318	BitPos=1	
Position 543	440.014014	BitPos=1	
Position 544	461.690654	BitPos=1	
Position 545	461.690654	BitPos=1	
Position 546	463.148251	BitPos=1	
Position 547	473.398930	BitPos=1	
Position 548	482.836743	BitPos=1	
Position 549	483.704360	BitPos=1	
Position 550	484.482201	BitPos=1	
Position 551	484.482201	BitPos=1	
Position 552	487.249557	BitPos=1	
Position 553	494.699843	BitPos=1	
Position 554	497.623985	BitPos=1	
Position 555	506.520969	BitPos=1	
Position 556	514.337319	BitPos=1	
Position 557	517.860075	BitPos=1	
Position 558	523.605477	BitPos=1	
Position 559	530.419444	BitPos=1	
Position 560	531.390197	BitPos=1	
Position 561	546.507604	BitPos=1	
Position 562	547.438990	BitPos=1	
Position 563	550.233294	BitPos=1	
Position 564	553.447225	BitPos=1	
Position 565	557.094606	BitPos=1	
Position 566	557.145485	BitPos=1	
Position 567	561.137161	BitPos=1	
Position 568	562.634203	BitPos=1	
Position 569	562.694656	BitPos=1	
Position 570	564.070096	BitPos=1	
Position 571	564.761496	BitPos=1	
Position 572	567.642605	BitPos=1	
Position 573	567.642605	BitPos=0	
Position 574	567.642605	BitPos=0	
Position 575	567.642605	BitPos=0	
Position 576	567.642605	BitPos=0	
Position 577	567.642605	BitPos=0	
Position 578	577.845111	BitPos=1	
Position 579	577.845111	BitPos=0	
Position 580	579.920323	BitPos=1	
Position 581	580.636356	BitPos=1	
Position 582	580.636356	BitPos=0	
Position 583	580.636356	BitPos=0	
Position 584	583.166704	BitPos=1	
Position 585	584.521792	BitPos=1	
Position 586	584.521792	BitPos=0	
Position 587	584.521792	BitPos=0	
Position 588	584.521792	BitPos=0	
Position 589	588.069273	BitPos=1	
Position 590	588.931377	BitPos=1	
Position 591	588.931377	BitPos=0	
Position 592	592.185668	BitPos=1	
Position 593	592.892990	BitPos=1	
Position 594	593.112226	BitPos=1	
Position 595	594.451144	BitPos=1	
Position 596	595.435938	BitPos=1	
Position 597	595.536520	BitPos=1	
Position 598	595.536520	BitPos=0	
Position 599	595.536520	BitPos=0	
Position 600	595.536520	BitPos=0	
Position 601	595.536520	BitPos=0	
Position 602	595.536520	BitPos=0	
Position 603	602.553933	BitPos=1	
Position 604	602.553933	BitPos=0	
Position 605	602.553933	BitPos=0	
Position 606	605.580778	BitPos=1	
Position 607	605.580778	BitPos=0	
Position 608	605.580778	BitPos=0	
Position 609	605.580778	BitPos=0	
Position 610	605.580778	BitPos=0	
Position 611	605.580778	BitPos=0	
Position 612	605.580778	BitPos=0	
Position 613	612.606015	BitPos=1	
Position 614	613.538651	BitPos=1	
Position 615	613.538651	BitPos=0	
Position 616	613.538651	BitPos=0	
Position 617	613.538651	BitPos=0	
Position 618	617.165650	BitPos=1	
Position 619	617.165650	BitPos=0	
Position 620	617.165650	BitPos=0	
Position 621	617.165650	BitPos=0	
Position 622	621.336707	BitPos=1	
Position 623	621.336707	BitPos=0	
Position 624	621.336707	BitPos=0	
Position 625	624.907959	BitPos=1	
Position 626	624.907959	BitPos=0	
Position 627	624.907959	BitPos=0	
Position 628	624.907959	BitPos=0	
Position 629	624.907959	BitPos=0	
Position 630	629.872142	BitPos=1	
Position 631	629.872142	BitPos=0	
Position 632	631.065552	BitPos=1	
Position 633	632.339247	BitPos=1	
Position 634	632.339247	BitPos=0	
Position 635	635.114037	BitPos=1	
Position 636	635.315454	BitPos=1	
Position 637	636.621483	BitPos=1	
Position 638	637.472818	BitPos=1	
Position 639	638.962406	BitPos=1	
Position 640	638.962406	BitPos=0	
Position 641	638.962406	BitPos=0	
Position 642	638.962406	BitPos=0	
Position 643	638.962406	BitPos=0	
Position 644	643.766025	BitPos=1	
Position 645	644.934720	BitPos=1	
Position 646	645.335376	BitPos=1	
Position 647	645.335376	BitPos=0	
Position 648	645.335376	BitPos=0	
Position 649	645.335376	BitPos=0	
Position 650	645.335376	BitPos=0	
Position 651	645.335376	BitPos=0	
Position 652	645.335376	BitPos=0	
Position 653	645.335376	BitPos=0	
Position 654	645.335376	BitPos=0	
Position 655	645.335376	BitPos=0	
Position 656	655.017824	BitPos=1	
Position 657	655.017824	BitPos=0	
Position 658	655.017824	BitPos=0	
Position 659	655.017824	BitPos=0	
Position 660	655.017824	BitPos=0	
Position 661	655.017824	BitPos=0	
Position 662	655.017824	BitPos=0	
Position 663	662.415475	BitPos=1	
Position 664	662.415475	BitPos=0	
Position 665	664.263388	BitPos=1	
Position 666	665.711320	BitPos=1	
Position 667	665.945145	BitPos=1	
Position 668	665.945145	BitPos=0	
Position 669	668.739792	BitPos=1	
Position 670	620.742134	BitPos=1	Out of order	
Position 671	640.531091	BitPos=1	
Position 672	647.421470	BitPos=1	
Position 673	649.123424	BitPos=1	
Position 674	649.140908	BitPos=1	
Position 675	656.310117	BitPos=1	
Position 676	658.015747	BitPos=1	
Position 677	660.019287	BitPos=1	
Position 678	670.340394	BitPos=1	
Position 679	673.198586	BitPos=1	
Position 680	675.438244	BitPos=1	
Position 681	675.438244	BitPos=0	
Position 682	681.008689	BitPos=1	
Position 683	681.386644	BitPos=1	
Position 684	682.155691	BitPos=1	
Position 685	684.039258	BitPos=1	
Position 686	684.039258	BitPos=0	
Position 687	684.039258	BitPos=0	
Position 688	687.132156	BitPos=1	
Position 689	687.132156	BitPos=0	
Position 690	687.132156	BitPos=0	
Position 691	687.132156	BitPos=0	
Position 692	687.132156	BitPos=0	
Position 693	687.132156	BitPos=0	
